Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,,,,
S6,2020,4,19,0,46,47,45.41824,-71.87336,253.10001,15,50.4,0.8,60,614.4,1658,1.030789,380,196,146,634,OK,0.23,0.4,,,,
S1,2020,4,19,0,46,50,45.418083,-71.873337,252.8,20,50.4,0.8,60,614.4,2599,1.957194,548,344,293,975,OK,0.33,0.47,,,,
S2,2020,4,19,0,46,52,45.417976,-71.873314,253.39999,20,50.4,0.8,60,614.4,1661,1.239556,449,232,171,824,OK,0.23,0.4,,,,
S3,2020,4,19,0,46,55,45.417797,-71.873276,253.3,20,50.4,0.8,60,614.4,2558,1.096029,862,353,263,1397,OK,0.15,0.3,,,,
S4,2020,4,19,0,46,57,45.417675,-71.873245,252.10001,20,50.3,0.7,60,614.4,1620,0.274007,112,55,39,187,UE,0.2,0.38,,,,
S5,2020,4,19,0,47,0,45.417564,-71.873222,252,20,50.3,0.8,60,614.4,2162,0.717638,193,116,89,335,UE,0.29,0.46,,,,
S6,2020,4,19,0,47,2,45.417389,-71.873184,250.89999,20,50.3,0.8,60,614.4,2168,0.143528,42,25,20,70,UE,0.29,0.46,,,,
S1,2020,4,19,0,47,5,45.417278,-71.873161,250.7,15,50.3,0.8,60,614.4,2910,0.026096,9,6,5,14,UE,0.35,0.5,,,,
S2,2020,4,19,0,47,7,45.417103,-71.873123,249.39999,15,50.3,0.8,60,614.4,28946,854.87622,279,83,80,362,UE,0,0.02,,,,
S3,2020,4,19,0,47,9,45.416992,-71.8731,248.10001,20,50.3,0.8,60,614.4,2175,850.5965,1143,1025,2177,3937,OK,-0.08,-0.83,,,,
S4,2020,4,19,0,47,12,45.41684,-71.873085,247.10001,20,50.2,0.8,60,614.4,2989,0.195719,175,67,45,271,UE,0.14,0.28,,,,
S5,2020,4,19,0,47,14,45.416752,-71.873085,247,15,50.2,0.8,60,614.4,2050,2.309489,761,438,364,1418,OK,0.28,0.44,,,,
S6,2020,4,19,0,47,17,45.416672,-71.873093,247,15,50.2,0.8,60,614.4,2164,0.50887,140,84,65,254,UE,0.29,0.46,,,,
S1,2020,4,19,0,47,19,45.416649,-71.873093,246,15,50.2,0.8,60,614.4,1976,0.221815,66,38,29,115,UE,0.27,0.44,,,,
S2,2020,4,19,0,47,22,45.416645,-71.873085,246.39999,15,50.2,0.8,60,614.4,1631,0.443631,215,104,82,347,UE,0.2,0.37,,,,
S3,2020,4,19,0,47,24,45.416641,-71.873093,246.10001,20,50.2,0.8,60,614.4,1766,2.49216,1245,558,389,2082,OK,0.17,0.34,,,,
S4,2020,4,19,0,47,27,45.416649,-71.873093,246.8,15,50.2,0.8,60,614.4,2024,2.139865,734,419,353,1373,OK,0.28,0.43,,,,
S5,2020,4,19,0,47,29,45.416649,-71.873085,247.3,20,50.2,0.8,60,614.4,1969,5.193088,1645,938,748,3143,OK,0.28,0.44,,,,
S6,2020,4,19,0,47,31,45.416645,-71.873085,247.39999,15,50.2,0.8,60,614.4,2323,0.561062,147,91,71,273,UE,0.31,0.47,,,,
S1,2020,4,19,0,49,10,45.416672,-71.8731,245.10001,15,50.2,0.8,60,614.4,2553,0.430583,98,64,49,143,UE,0.33,0.49,,,,
S2,2020,4,19,0,49,12,45.416668,-71.873116,245.5,15,50,0.9,60,614.4,1694,0.404487,223,105,85,345,UE,0.19,0.35,,,,
S3,2020,4,19,0,49,15,45.416668,-71.873116,246,15,50,0.9,60,614.4,2226,26.409071,9170,5360,4725,14802,OK,0.3,0.44,,,,
S4,2020,4,19,0,49,17,45.416672,-71.873116,246.10001,15,50,0.9,60,614.4,1658,1.291748,757,392,374,1231,OK,0.23,0.36,,,,
S5,2020,4,19,0,49,20,45.416672,-71.873116,246.2,15,50,0.9,60,614.4,25655,847.47809,4386,984,977,5590,OK,0.04,-0.18,,,,
S6,2020,4,19,0,49,22,45.416672,-71.873123,246.39999,15,50,0.9,60,614.4,4737,2.466064,507,391,360,757,OK,0.44,0.55,,,,
S1,2020,4,19,0,49,25,45.416672,-71.873123,246.39999,15,50,0.9,60,614.4,1849,0.247911,75,42,30,134,UE,0.25,0.43,,,,
S2,2020,4,19,0,49,27,45.416676,-71.873123,246.3,14,49.9,0.9,60,614.4,1769,0.430583,256,118,95,385,UE,0.19,0.34,,,,
S3,2020,4,19,0,49,30,45.416679,-71.873123,246,14,49.9,0.9,60,614.4,3952,0.978597,1036,349,190,1524,OK,0.14,0.24,,,,
S4,2020,4,19,0,49,32,45.416664,-71.873116,246.10001,14,49.9,0.9,60,614.4,1665,1.017741,497,234,177,840,OK,0.19,0.36,,,,
S5,2020,4,19,0,49,34,45.416622,-71.873093,246,14,49.9,0.9,60,614.4,2619,8.794325,2205,1417,1156,4382,OK,0.33,0.49,,,,
S6,2020,4,19,0,49,37,45.416546,-71.87307,245.10001,14,49.9,0.9,60,614.4,1630,3.040175,1253,633,490,2122,OK,0.22,0.39,,,,
S1,2020,4,19,0,49,39,45.416473,-71.873055,244.8,14,49.9,0.9,60,614.4,1620,4.162299,1782,884,679,2953,OK,0.21,0.38,,,,
S2,2020,4,19,0,49,42,45.416351,-71.873024,244.8,14,49.9,0.9,60,614.4,2220,0.404487,269,112,79,432,UE,0.15,0.31,,,,
S3,2020,4,19,0,49,44,45.416264,-71.873001,244.39999,14,49.9,0.9,60,614.4,2761,2.413872,1949,773,549,3094,OK,0.14,0.29,,,,
S4,2020,4,19,0,49,47,45.416172,-71.872978,244.3,14,49.8,0.9,60,614.4,1792,0.756782,243,133,99,464,UE,0.25,0.42,,,,
S5,2020,4,19,0,49,49,45.416031,-71.872948,244.5,14,49.8,0.9,60,614.4,2187,3.079319,884,528,423,1570,OK,0.3,0.46,,,,
S6,2020,4,19,0,49,52,45.415936,-71.872925,244.2,14,49.8,0.9,60,614.4,2009,0.534966,157,91,70,271,UE,0.28,0.44,,,,
S1,2020,4,19,0,49,54,45.415783,-71.872894,243.8,14,49.8,0.9,60,614.4,2163,0.06524,24,14,12,42,UE,0.29,0.44,,,,
S2,2020,4,19,0,49,56,45.415684,-71.872871,243.3,13,49.8,0.9,60,614.4,1798,5.101752,1548,851,614,2808,OK,0.25,0.42,,,,
S3,2020,4,19,0,49,59,45.41552,-71.872841,242.2,14,49.8,0.9,60,614.4,1803,6.341309,1960,1078,790,3511,OK,0.25,0.42,,,,
S4,2020,4,19,0,50,1,45.415409,-71.872826,241.5,14,49.8,0.9,60,614.4,1698,0.378391,177,81,56,292,UE,0.18,0.35,,,,
S5,2020,4,19,0,50,4,45.415241,-71.872795,240.5,13,49.8,0.9,60,614.4,1916,2.165961,1134,484,313,1790,OK,0.15,0.32,,,,
S6,2020,4,19,0,50,6,45.415127,-71.872772,239.89999,14,49.8,0.9,60,614.4,1654,1.435276,479,246,167,816,OK,0.21,0.39,,,,
S1,2020,4,19,0,50,9,45.415001,-71.872787,239.89999,14,49.8,0.9,60,614.4,1872,8.285454,4189,1803,1162,6713,OK,0.16,0.32,,,,
S2,2020,4,19,0,50,11,45.414948,-71.872833,237.8,14,49.8,0.9,60,614.4,1753,0.274007,114,61,52,168,UE,0.25,0.4,,,,
S3,2020,4,19,0,50,14,45.414913,-71.872917,236.8,14,49.7,0.9,60,614.4,1627,0.365343,157,79,62,238,UE,0.22,0.38,,,,
S4,2020,4,19,0,50,16,45.414852,-71.873077,235.2,14,49.7,0.9,60,614.4,1866,0.247911,139,61,43,218,UE,0.17,0.33,,,,
S5,2020,4,19,0,50,19,45.414818,-71.873199,233,14,49.7,0.9,60,614.4,1630,0.339247,133,67,49,210,UE,0.22,0.39,,,,
S6,2020,4,19,0,50,21,45.414772,-71.873367,231.5,14,49.7,0.9,60,614.4,1789,0.156576,55,30,23,89,UE,0.25,0.42,,,,
S1,2020,4,19,0,50,23,45.414749,-71.873474,230.39999,14,49.7,0.9,60,614.4,2054,0.078288,24,14,11,40,UE,0.28,0.45,,,,
S2,2020,4,19,0,50,26,45.414745,-71.873596,228.2,14,49.7,0.9,60,614.4,1648,0.417535,185,87,61,306,UE,0.19,0.36,,,,
S3,2020,4,19,0,50,28,45.414783,-71.873657,227.7,14,49.7,0.9,60,614.4,1630,0.378391,168,85,69,283,UE,0.22,0.38,,,,
S4,2020,4,19,0,50,31,45.414867,-71.873703,227.39999,14,49.7,1,60,614.4,3826,0.195719,28,24,18,66,UE,0.43,0.58,,,,
S5,2020,4,19,0,50,33,45.414936,-71.873741,228.5,14,49.7,0.9,60,614.4,1719,1.644043,787,358,250,1306,OK,0.18,0.34,,,,
S6,2020,4,19,0,50,36,45.415051,-71.873802,227.3,14,49.7,1,60,614.4,1624,0.352295,155,75,55,258,UE,0.2,0.37,,,,
S1,2020,4,19,0,50,38,45.415134,-71.87384,227.39999,14,49.7,0.9,60,614.4,1813,1.187364,434,237,194,759,OK,0.26,0.42,,,,
S2,2020,4,19,0,50,41,45.415222,-71.873886,228,14,49.7,1,60,614.4,1750,0.156576,80,36,25,127,UE,0.17,0.34,,,,
S3,2020,4,19,0,50,43,45.415352,-71.873955,227.60001,14,49.7,1,60,614.4,1628,0.456679,190,91,64,316,UE,0.19,0.37,,,,
S4,2020,4,19,0,50,46,45.415447,-71.874008,228.3,14,49.7,1,60,614.4,1728,2.04853,677,362,265,1146,OK,0.24,0.41,,,,
S5,2020,4,19,0,50,48,45.415585,-71.874084,230.2,14,49.7,1,60,614.4,1852,0.221815,72,40,31,112,UE,0.26,0.43,,,,
S6,2020,4,19,0,50,50,45.41568,-71.874146,231.7,14,49.7,1,60,614.4,2099,0.13048,39,23,18,64,UE,0.29,0.45,,,,
S1,2020,4,19,0,50,53,45.415825,-71.874237,233.89999,14,49.7,1,60,614.4,2791,2.49216,623,407,340,1098,OK,0.34,0.49,,,,
S2,2020,4,19,0,50,55,45.41592,-71.874306,235.3,14,49.7,1,60,614.4,1851,0.195719,59,33,24,98,UE,0.25,0.43,,,,
S3,2020,4,19,0,50,58,45.416061,-71.874382,235.3,14,49.7,1,60,614.4,1622,0.665446,272,132,94,453,UE,0.2,0.37,,,,
S4,2020,4,19,0,51,0,45.416153,-71.874435,237,14,49.7,0.9,60,614.4,1673,0.521918,169,88,60,310,UE,0.22,0.4,,,,
S5,2020,4,19,0,51,3,45.416283,-71.874481,237.7,14,49.7,1,60,614.4,2267,1.513563,340,214,152,685,OK,0.3,0.47,,,,
S6,2020,4,19,0,51,5,45.416348,-71.874504,239.60001,14,49.7,1,60,614.4,2581,0.247911,50,34,24,95,UE,0.33,0.5,,,,
S1,2020,4,19,0,51,8,45.416393,-71.874542,240.5,14,49.7,1,60,614.4,2319,0.091336,22,14,10,41,UE,0.3,0.48,,,,
S2,2020,4,19,0,51,10,45.416451,-71.874657,242.2,14,49.7,1,60,614.4,4378,6.510932,741,719,539,2066,OK,0.48,0.62,,,,
S3,2020,4,19,0,51,13,45.416473,-71.874763,240.89999,14,49.7,1,60,614.4,1658,1.383084,506,261,193,942,OK,0.23,0.4,,,,
S4,2020,4,19,0,51,15,45.416477,-71.874947,240.3,14,49.7,1,60,614.4,2833,0.104384,78,28,14,121,UE,0.12,0.25,,,,
S5,2020,4,19,0,51,17,45.416473,-71.875076,239.60001,14,49.7,1,60,614.4,1620,3.875244,1052,496,197,1878,OK,0.1,0.27,,,,
S6,2020,4,19,0,51,20,45.41647,-71.875298,239.3,14,49.7,1,60,614.4,1625,0.587158,177,82,36,300,UE,0.11,0.29,,,,
S1,2020,4,19,0,51,22,45.416451,-71.87545,239.2,14,49.7,1,60,614.4,1626,0.169623,43,21,8,75,UE,0.09,0.27,,,,
S2,2020,4,19,0,51,25,45.416401,-71.875656,239.2,14,49.7,1,60,614.4,2615,1.644043,1178,459,295,1877,OK,0.14,0.28,,,,
S3,2020,4,19,0,51,27,45.416344,-71.875778,238.5,14,49.7,1,60,614.4,1648,0.417535,183,86,60,284,UE,0.19,0.36,,,,
S4,2020,4,19,0,51,30,45.416271,-71.875885,237.2,14,49.6,1,60,614.4,1945,3.483805,943,544,389,1770,OK,0.26,0.44,,,,
S5,2020,4,19,0,51,32,45.416149,-71.876076,235.89999,14,49.6,1,60,614.4,3169,0.900309,163,120,92,323,UE,0.38,0.54,,,,
S6,2020,4,19,0,51,35,45.416058,-71.87619,235.2,14,49.6,1,60,614.4,2504,0.234863,50,33,24,90,UE,0.32,0.49,,,,
S1,2020,4,19,0,51,37,45.415928,-71.876373,233.8,14,49.6,1,60,614.4,4737,0.06524,14,11,10,28,UE,0.44,0.56,,,,
S2,2020,4,19,0,51,39,45.415848,-71.876495,233.60001,14,49.6,1,60,614.4,2138,0.169623,68,39,35,96,UE,0.29,0.43,,,,
S3,2020,4,19,0,51,42,45.415745,-71.876709,234.10001,14,49.6,1,60,614.4,1623,0.365343,193,95,80,290,UE,0.21,0.36,,,,
S4,2020,4,19,0,51,44,45.415684,-71.876877,230,14,49.6,1,60,614.4,2394,0.195719,63,38,33,117,UE,0.31,0.46,,,,
S5,2020,4,19,0,51,47,45.415623,-71.877106,226.2,14,49.6,1,60,614.4,2134,0.63935,160,97,70,299,UE,0.29,0.46,,,,
S6,2020,4,19,0,51,49,45.415573,-71.877213,224.8,13,49.6,1,60,614.4,1625,0.234863,75,37,21,125,UE,0.17,0.35,,,,
S1,2020,4,19,0,51,52,45.415447,-71.877304,224.8,13,49.6,1,60,614.4,1666,3.522949,733,379,122,1359,OK,0.06,0.23,,,,
S2,2020,4,19,0,51,54,45.415356,-71.877312,222.8,14,49.6,1,60,614.4,2099,1.526611,422,250,192,713,OK,0.29,0.45,,,,
S3,2020,4,19,0,51,57,45.415257,-71.877327,221.5,14,49.6,1,60,614.4,2282,1.14822,695,276,166,1071,OK,0.14,0.29,,,,
S4,2020,4,19,0,51,59,45.415096,-71.877342,220.89999,14,49.6,1,60,614.4,1896,2.831407,644,374,224,1275,OK,0.23,0.42,,,,
S5,2020,4,19,0,52,2,45.414993,-71.87735,220.89999,14,49.6,1,60,614.4,3321,0.63935,121,89,71,255,UE,0.39,0.54,,,,
S6,2020,4,19,0,52,4,45.414841,-71.877357,220,14,49.6,1,60,614.4,3190,0.143528,25,19,14,47,UE,0.38,0.54,,,,
S1,2020,4,19,0,52,6,45.414745,-71.877373,219.2,14,49.6,1,60,614.4,1702,0.13048,30,16,7,54,UE,0.13,0.32,,,,
S2,2020,4,19,0,52,9,45.414593,-71.877396,218.5,14,49.5,1,60,614.4,2071,0.717638,161,98,64,311,UE,0.27,0.45,,,,
S3,2020,4,19,0,52,11,45.414494,-71.877411,217.8,14,49.6,1,60,614.4,1741,2.257297,849,362,167,1413,OK,0.11,0.28,,,,
S4,2020,4,19,0,52,14,45.414345,-71.877426,216.7,14,49.5,1,60,614.4,3416,1.096029,184,142,109,445,OK,0.4,0.55,,,,
S5,2020,4,19,0,52,16,45.414249,-71.877434,215.8,14,49.5,1,60,614.4,1638,2.374729,555,277,102,1001,OK,0.09,0.26,,,,
S6,2020,4,19,0,52,19,45.414097,-71.877441,215.5,14,49.5,1,60,614.4,1620,0.274007,83,40,20,137,UE,0.14,0.32,,,,
S1,2020,4,19,0,52,21,45.414001,-71.877449,215,14,49.6,1,60,614.4,1936,0.195719,38,23,11,79,UE,0.18,0.37,,,,
S2,2020,4,19,0,52,24,45.413929,-71.877449,214.60001,14,49.5,1,60,614.4,2303,0.495822,108,69,48,226,UE,0.3,0.47,,,,
S3,2020,4,19,0,52,26,45.413849,-71.877472,214.5,14,49.5,1,60,614.4,2325,0.900309,507,192,94,801,UE,0.12,0.26,,,,
S4,2020,4,19,0,52,29,45.413815,-71.877533,214.60001,14,49.6,1,60,614.4,1775,0.274007,65,36,20,126,UE,0.2,0.39,,,,
S5,2020,4,19,0,52,31,45.413776,-71.877708,214.7,14,49.5,1,60,614.4,1829,1.944146,1046,464,332,1679,OK,0.17,0.33,,,,
S6,2020,4,19,0,52,33,45.41375,-71.877846,214.60001,14,49.5,1,60,614.4,1626,0.952501,389,195,147,642,OK,0.22,0.38,,,,
S1,2020,4,19,0,52,36,45.413704,-71.878036,215.5,14,49.5,1,60,614.4,2810,0.117432,42,26,24,70,UE,0.33,0.46,,,,
S2,2020,4,19,0,52,38,45.413673,-71.878166,215.8,14,49.5,1,60,614.4,2930,0.208767,41,29,22,80,UE,0.36,0.52,,,,
S3,2020,4,19,0,52,41,45.413631,-71.878357,215.8,14,49.5,1,60,614.4,1647,0.13048,67,32,25,108,UE,0.2,0.36,,,,
S4,2020,4,19,0,52,43,45.413609,-71.878494,214.39999,14,49.5,1,60,614.4,1623,0.052192,28,14,11,46,UE,0.22,0.38,,,,
S5,2020,4,19,0,52,46,45.413563,-71.8787,214.39999,14,49.5,1,60,614.4,5686,2.165961,5238,1881,1506,7952,OK,0.11,0.22,,,,
S6,2020,4,19,0,52,48,45.413536,-71.878838,214.5,14,49.5,1,60,614.4,2168,0.926405,682,298,243,1092,OK,0.16,0.31,,,,
S1,2020,4,19,0,52,51,45.413509,-71.87896,214.39999,14,49.5,1,60,614.4,2056,1.735379,583,335,282,937,OK,0.28,0.44,,,,
S2,2020,4,19,0,52,53,45.413456,-71.879074,213.8,14,49.6,1,60,614.4,1812,0.300103,162,72,51,272,UE,0.17,0.33,,,,
S3,2020,4,19,0,52,56,45.413395,-71.879089,213.89999,14,49.5,1,60,614.4,1756,0.887261,335,180,146,554,OK,0.25,0.41,,,,
S4,2020,4,19,0,52,58,45.413284,-71.879044,213.89999,14,49.5,1,60,614.4,1785,0.260959,119,64,57,173,UE,0.25,0.4,,,,
S5,2020,4,19,0,53,0,45.413197,-71.879005,214.10001,14,49.6,1,60,614.4,3963,1.109077,1439,565,463,2232,OK,0.13,0.26,,,,
S6,2020,4,19,0,53,3,45.413059,-71.878944,214.39999,14,49.6,1.1,60,614.4,3404,0.221815,261,107,91,403,UE,0.14,0.27,,,,
S1,2020,4,19,0,53,5,45.412975,-71.878906,215,14,49.6,1.1,60,614.4,1669,0.561062,281,146,131,460,OK,0.24,0.38,,,,
S2,2020,4,19,0,53,8,45.412842,-71.878845,215,14,49.5,1,60,614.4,1638,0.456679,204,97,70,327,UE,0.19,0.36,,,,
S3,2020,4,19,0,53,10,45.41275,-71.878807,214.10001,14,49.6,1.1,60,614.4,1662,1.330892,466,241,173,804,OK,0.22,0.4,,,,
S4,2020,4,19,0,53,13,45.412655,-71.878769,214,14,49.5,1,60,614.4,1776,0.221815,120,54,39,193,UE,0.18,0.34,,,,
S5,2020,4,19,0,53,15,45.412514,-71.8787,213.3,14,49.6,1.1,60,614.4,1627,0.339247,145,73,57,227,UE,0.22,0.38,,,,
S6,2020,4,19,0,53,18,45.412407,-71.87867,212.10001,14,49.6,1.1,60,614.4,1866,0.156576,54,30,24,86,UE,0.26,0.43,,,,
S1,2020,4,19,0,53,20,45.412247,-71.878616,213.7,14,49.5,1,60,614.4,2274,0.026096,10,6,5,16,UE,0.3,0.46,,,,
S2,2020,4,19,0,53,22,45.41214,-71.878578,214.10001,14,49.6,1,60,614.4,1666,0.313151,133,69,56,205,UE,0.24,0.39,,,,
S3,2020,4,19,0,53,25,45.411991,-71.878525,212.2,14,49.6,1.1,60,614.4,2138,1.826714,595,347,293,1035,OK,0.29,0.44,,,,
S4,2020,4,19,0,53,27,45.411896,-71.878471,212.39999,14,49.5,1,60,614.4,1635,0.326199,162,78,61,259,UE,0.2,0.36,,,,
S5,2020,4,19,0,53,30,45.411816,-71.878365,209.60001,13,49.5,1,60,614.4,1777,0.443631,245,111,83,383,UE,0.18,0.34,,,,
S6,2020,4,19,0,53,32,45.411816,-71.878258,209.10001,14,49.5,1,60,614.4,2025,0.208767,62,36,28,105,UE,0.28,0.45,,,,
S1,2020,4,19,0,53,35,45.411835,-71.878075,209.10001,14,49.5,1,60,614.4,2468,0.365343,133,79,73,237,UE,0.31,0.44,,,,
S2,2020,4,19,0,53,37,45.411846,-71.877945,209.10001,14,49.5,1,60,614.4,1870,4.971272,1810,1001,834,3248,OK,0.27,0.42,,,,
S3,2020,4,19,0,53,40,45.411877,-71.877823,209,14,49.5,1,60,614.4,1871,3.105414,1692,742,524,2797,OK,0.17,0.33,,,,
S4,2020,4,19,0,53,42,45.411911,-71.877632,208.39999,13,49.6,1.1,60,614.4,1776,0.104384,33,18,13,53,UE,0.24,0.42,,,,
S5,2020,4,19,0,53,45,45.411942,-71.877518,207.89999,14,49.6,1.1,60,614.4,1706,7.776584,1949,1039,561,3601,OK,0.18,0.37,,,,
S6,2020,4,19,0,53,47,45.411991,-71.877411,207.39999,14,49.5,1,60,614.4,2044,1.931098,363,226,123,724,OK,0.23,0.42,,,,
S1,2020,4,19,0,53,49,45.41206,-71.877357,207.5,14,49.5,1,60,614.4,1620,15.983749,5450,2616,1549,9597,OK,0.17,0.35,,,,
S2,2020,4,19,0,53,52,45.412201,-71.877342,208.2,14,49.6,1.1,60,614.4,1645,0.182671,57,29,18,100,UE,0.2,0.38,,,,
S3,2020,4,19,0,53,54,45.412304,-71.877342,208.8,14,49.6,1.1,60,614.4,1707,0.782878,314,139,78,524,UE,0.15,0.32,,,,
S4,2020,4,19,0,53,57,45.412472,-71.87735,209.7,13,49.6,1.1,60,614.4,1764,0.548014,179,97,72,341,UE,0.25,0.42,,,,
S5,2020,4,19,0,53,59,45.412582,-71.877357,210.5,14,49.6,1.1,60,614.4,1631,1.944146,708,332,197,1121,OK,0.17,0.34,,,,
S6,2020,4,19,0,54,2,45.412743,-71.877365,211.89999,14,49.6,1.1,60,614.4,1949,1.135173,240,143,82,468,UE,0.23,0.42,,,,
S1,2020,4,19,0,54,4,45.412853,-71.877373,212.89999,14,49.6,1.1,60,614.4,1673,13.426351,3672,1912,1088,6810,OK,0.19,0.37,,,,
S2,2020,4,19,0,54,7,45.41296,-71.877373,212.5,14,49.6,1.1,60,614.4,2085,0.534966,141,84,62,280,UE,0.28,0.45,,,,
S3,2020,4,19,0,54,9,45.413128,-71.877373,212.39999,14,49.5,1,60,614.4,1642,0.208767,69,35,22,117,UE,0.2,0.38,,,,
S4,2020,4,19,0,54,12,45.413239,-71.87738,213.7,13,49.6,1.1,60,614.4,4271,0.378391,45,43,32,121,UE,0.47,0.62,,,,
S5,2020,4,19,0,54,14,45.413399,-71.877396,213.89999,14,49.6,1.1,60,614.4,1764,0.730686,209,114,76,372,UE,0.23,0.41,,,,
S6,2020,4,19,0,54,16,45.413506,-71.877411,214.8,14,49.5,1,60,614.4,2296,0.391439,67,45,26,134,UE,0.27,0.45,,,,
S1,2020,4,19,0,54,19,45.413647,-71.877403,214.39999,14,49.5,1.1,60,614.4,2660,7.502577,911,722,367,2228,OK,0.28,0.46,,,,
S2,2020,4,19,0,54,21,45.413727,-71.877403,215,14,49.5,1.1,60,614.4,1771,0.782878,190,105,59,367,UE,0.2,0.39,,,,
S3,2020,4,19,0,54,24,45.413799,-71.877312,215,14,49.5,1.1,60,614.4,2207,1.604899,273,180,99,580,UE,0.25,0.44,,,,
S4,2020,4,19,0,54,26,45.413822,-71.877197,213.89999,14,49.5,1.1,60,614.4,1624,0.13048,52,25,17,87,UE,0.19,0.37,,,,
S5,2020,4,19,0,54,29,45.413857,-71.877022,214.2,14,49.5,1.1,60,614.4,1710,0.887261,321,170,131,544,OK,0.24,0.41,,,,
S6,2020,4,19,0,54,31,45.413876,-71.876907,215,14,49.5,1,60,614.4,1750,0.143528,54,29,23,88,UE,0.25,0.41,,,,
S1,2020,4,19,0,54,34,45.413895,-71.876785,214.8,14,49.5,1.1,60,614.4,2196,0.104384,34,20,17,61,UE,0.3,0.45,,,,
S2,2020,4,19,0,54,36,45.413929,-71.876579,215,14,49.5,1,60,614.4,1627,0.326199,139,70,55,239,UE,0.22,0.38,,,,
S3,2020,4,19,0,54,39,45.413952,-71.876434,215.2,14,49.5,1.1,60,614.4,1681,2.896647,1401,652,480,2354,OK,0.19,0.35,,,,
S4,2020,4,19,0,54,41,45.413986,-71.876228,216,13,49.5,1.1,60,614.4,2008,0.06524,46,20,15,71,UE,0.17,0.32,,,,
S5,2020,4,19,0,54,43,45.414001,-71.876122,216,14,49.5,1.1,60,614.4,3271,0.313151,323,129,102,488,OK,0.14,0.27,,,,
S6,2020,4,19,0,54,46,45.414032,-71.875984,217.10001,14,49.5,1.1,60,614.4,1623,0.287055,141,69,55,229,UE,0.21,0.37,,,,
S1,2020,4,19,0,54,48,45.414059,-71.875877,217.60001,14,49.5,1.1,60,614.4,2490,1.839762,564,345,300,912,OK,0.32,0.46,,,,
S2,2020,4,19,0,54,51,45.414093,-71.875694,217.60001,14,49.5,1.1,60,614.4,1642,0.378391,149,76,57,258,UE,0.22,0.39,,,,
S3,2020,4,19,0,54,53,45.41412,-71.875565,216.89999,14,49.5,1.1,60,614.4,2175,0.208767,154,67,54,240,UE,0.16,0.31,,,,
S4,2020,4,19,0,54,56,45.414177,-71.875374,217.7,14,49.5,1.1,60,614.4,4415,0.039144,68,26,21,104,UE,0.12,0.25,,,,
S5,2020,4,19,0,54,58,45.414211,-71.875259,219.8,14,49.5,1.1,60,614.4,2009,0.313151,188,80,55,270,UE,0.16,0.32,,,,
S6,2020,4,19,0,55,1,45.414249,-71.875137,220.8,14,49.5,1.1,60,614.4,2418,0.091336,24,15,12,39,UE,0.32,0.48,,,,
S1,2020,4,19,0,55,3,45.414295,-71.874962,222.5,14,49.5,1.1,60,614.4,2170,0.052192,15,9,7,25,UE,0.29,0.46,,,,
S2,2020,4,19,0,55,6,45.414326,-71.874855,223.3,14,49.5,1.1,60,614.4,1695,0.548014,265,122,87,436,UE,0.18,0.35,,,,
S3,2020,4,19,0,55,8,45.414352,-71.874695,224.2,14,49.5,1.1,60,614.4,1684,1.017741,336,176,123,573,OK,0.22,0.4,,,,
S4,2020,4,19,0,55,10,45.414341,-71.874619,224.89999,14,49.5,1.1,60,614.4,4497,0.430583,563,184,101,834,OK,0.14,0.23,,,,
S5,2020,4,19,0,55,13,45.414249,-71.874535,224.2,14,49.4,1.1,60,614.4,4580,1.383084,1796,572,292,2582,OK,0.15,0.22,,,,
S6,2020,4,19,0,55,15,45.414162,-71.874489,222.39999,14,49.4,1.1,60,614.4,1849,0.678494,282,116,54,455,UE,0.11,0.27,,,,
S1,2020,4,19,0,55,18,45.414017,-71.874405,222.39999,14,49.4,1.1,60,614.4,1648,4.136203,891,450,141,1606,OK,0.05,0.22,,,,
S2,2020,4,19,0,55,20,45.413921,-71.874359,220.10001,14,49.4,1.1,60,614.4,1649,0.078288,37,19,15,52,UE,0.23,0.39,,,,
S3,2020,4,19,0,55,23,45.413818,-71.874298,221.10001,14,49.4,1.1,60,614.4,3530,0.613254,561,194,105,832,OK,0.13,0.24,,,,
S4,2020,4,19,0,55,25,45.413677,-71.874207,221.3,14,49.4,1.1,60,614.4,2154,0.052192,21,12,11,28,UE,0.28,0.42,,,,
S5,2020,4,19,0,55,28,45.413574,-71.874153,222.2,14,49.4,1.1,60,614.4,5159,0.234863,456,167,132,662,OK,0.11,0.23,,,,
S6,2020,4,19,0,55,30,45.413425,-71.874062,222,14,49.4,1.1,60,614.4,1977,0.456679,317,142,117,505,OK,0.17,0.32,,,,
S1,2020,4,19,0,55,32,45.413322,-71.874008,221.89999,14,49.4,1.1,60,614.4,1665,2.922743,1223,634,518,2066,OK,0.24,0.39,,,,
S2,2020,4,19,0,55,35,45.413181,-71.873917,221.60001,14,49.4,1.1,60,614.4,2117,0.117432,81,35,27,122,UE,0.16,0.32,,,,
S3,2020,4,19,0,55,37,45.413101,-71.873871,222.10001,14,49.4,1.1,60,614.4,4038,0.208767,282,111,92,422,UE,0.13,0.26,,,,
S4,2020,4,19,0,55,40,45.413021,-71.873779,219.60001,14,49.4,1.1,60,614.4,1627,6.223876,1673,758,240,2974,OK,0.05,0.21,,,,
