Capteurs,Date,,,Heure,,,Longitude,Latitude,Altitude,,,,,,,,R,G,B,Clear,,,,,,,,,
S2,2019,10,30,7,17,15,45.474945,-71.946503,151.39999,21,64.5,11.8,60,614.4,1620,0.104384,52,26,22,76,OK,,,,,,,,
S1,2019,10,30,7,17,18,0,0,0,0,64.6,11.8,60,614.4,1942,9.825113,5683,2471,1778,9142,OK,,,,,,,,
S2,2019,10,30,7,17,21,45.474876,-71.94693,150.8,21,64.7,11.8,60,614.4,2214,0.156576,72,41,39,94,OK,,,,,,,,
S1,2019,10,30,7,17,24,45.47485,-71.947136,150.39999,21,64.8,11.8,60,614.4,2407,0.339247,127,75,69,209,OK,,,,,,,,
S2,2019,10,30,7,17,28,45.474815,-71.947319,149.89999,21,64.9,11.8,60,614.4,2058,0.352295,232,101,78,345,OK,,,,,,,,
S1,2019,10,30,7,17,31,45.4748,-71.947472,149.10001,21,65,11.8,60,614.4,2200,0.078288,31,18,16,51,OK,,,,,,,,
S2,2019,10,30,7,17,34,45.474773,-71.947685,148.60001,21,65,11.8,60,614.4,1786,0.169623,121,57,51,171,OK,,,,,,,,
S1,2019,10,30,7,17,37,45.474743,-71.947891,148.10001,21,65.1,11.8,60,614.4,2330,0.104384,35,21,18,55,OK,,,,,,,,
S2,2019,10,30,7,17,40,45.47472,-71.948067,147.8,22,65.2,11.7,60,614.4,1664,0.300103,160,83,76,216,OK,,,,,,,,
S1,2019,10,30,7,17,44,45.474693,-71.948196,147.8,22,65.3,11.7,60,614.4,5334,2.126817,4272,1583,1296,6582,OK,,,,,,,,
S2,2019,10,30,7,17,47,45.474674,-71.948311,147.60001,22,65.4,11.7,60,614.4,1913,0.300103,121,67,59,170,OK,,,,,,,,
S1,2019,10,30,7,17,50,45.474655,-71.948463,147.3,22,65.5,11.8,60,614.4,2908,0.782878,223,143,127,376,OK,,,,,,,,
S2,2019,10,30,7,17,53,45.47464,-71.948608,147.2,22,65.5,11.7,60,614.4,1620,0.234863,101,50,38,161,OK,,,,,,,,
S1,2019,10,30,7,17,57,45.474613,-71.948761,147.39999,22,65.6,11.7,60,614.4,3628,0.561062,100,77,62,154,OK,,,,,,,,
S2,2019,10,30,7,18,0,45.474575,-71.948914,147.10001,22,65.6,11.7,60,614.4,2469,0.104384,29,18,15,47,OK,,,,,,,,
S1,2019,10,30,7,18,3,45.474522,-71.949043,146.39999,22,65.7,11.7,60,614.4,3025,0.091336,26,17,15,39,OK,,,,,,,,
S2,2019,10,30,7,18,6,45.474426,-71.94915,145.39999,22,65.7,11.7,60,614.4,1930,0.835069,226,130,92,389,OK,,,,,,,,
S1,2019,10,30,7,18,9,45.474396,-71.949265,145.39999,22,65.8,11.7,60,614.4,1969,5.206136,1512,870,659,2711,OK,,,,,,,,
S2,2019,10,30,7,18,13,45.474438,-71.949409,145.39999,21,65.8,11.7,60,614.4,1768,0.169623,59,32,24,96,OK,,,,,,,,
S1,2019,10,30,7,18,16,45.474522,-71.949577,145.60001,21,65.6,11.6,60,614.4,2065,41.492512,8693,5334,3301,16357,OK,,,,,,,,
S2,2019,10,30,7,18,19,0,0,0,0,65.8,11.7,60,614.4,2315,0.848117,165,108,70,318,OK,,,,,,,,
S1,2019,10,30,7,18,22,45.474712,-71.949959,147.10001,21,65.9,11.7,60,614.4,2141,1.696235,671,383,350,1249,OK,,,,,,,,
S2,2019,10,30,7,18,25,45.474789,-71.950104,147.60001,20,65.9,11.7,60,614.4,1641,0.404487,157,80,60,258,OK,,,,,,,,
S1,2019,10,30,7,18,29,45.474869,-71.950264,148.39999,22,66,11.7,60,614.4,2145,0.143528,44,26,21,77,OK,,,,,,,,
S2,2019,10,30,7,18,32,45.47496,-71.950447,149.39999,22,66,11.6,60,614.4,1625,0.300103,134,65,49,213,OK,,,,,,,,
S1,2019,10,30,7,18,35,45.475094,-71.950722,150.89999,23,66,11.7,60,614.4,3192,8.624701,1676,1209,960,3259,OK,,,,,,,,
S2,2019,10,30,7,18,38,45.475185,-71.950897,152,22,66,11.6,60,614.4,1924,0.260959,85,48,38,139,OK,,,,,,,,
S1,2019,10,30,7,18,41,45.475262,-71.951057,152.89999,23,66.1,11.6,60,614.4,2212,7.189426,1789,1096,817,3218,OK,,,,,,,,
S2,2019,10,30,7,18,45,45.475334,-71.951218,153.8,23,66.1,11.6,60,614.4,1738,0.260959,103,55,45,164,OK,,,,,,,,
S1,2019,10,30,7,18,48,45.475414,-71.951378,154.3,23,66.2,11.6,60,614.4,2881,3.888292,844,575,458,1579,OK,,,,,,,,
S2,2019,10,30,7,18,51,45.475513,-71.951614,155.60001,24,66.2,11.6,60,614.4,1620,0.378391,153,75,54,258,OK,,,,,,,,
S1,2019,10,30,7,18,54,45.475491,-71.951797,156.2,24,66.2,11.6,60,614.4,2309,1.578803,595,347,319,1009,OK,,,,,,,,
S2,2019,10,30,7,18,58,45.475391,-71.951927,157,24,66.2,11.6,60,614.4,1638,0.091336,45,23,20,68,OK,,,,,,,,
S1,2019,10,30,7,19,1,45.475273,-71.952042,157.7,22,66.3,11.6,60,614.4,2625,0.861165,297,180,166,555,OK,,,,,,,,
S2,2019,10,30,7,19,4,45.475147,-71.952171,157.89999,24,66.3,11.6,60,614.4,1867,0.06524,31,17,15,46,OK,,,,,,,,
S1,2019,10,30,7,19,7,45.474998,-71.952316,158,22,66.4,11.5,60,614.4,2889,0.234863,47,33,25,83,OK,,,,,,,,
S2,2019,10,30,7,19,10,45.474888,-71.952423,158.2,24,66.4,11.5,60,614.4,1670,0.221815,77,40,28,124,OK,,,,,,,,
S1,2019,10,30,7,19,14,45.47477,-71.95253,159.39999,24,66.4,11.5,60,614.4,1866,0.052192,14,8,5,25,OK,,,,,,,,
S2,2019,10,30,7,19,17,45.474651,-71.952621,160.60001,24,66.4,11.5,60,614.4,2077,0.13048,41,24,19,61,OK,,,,,,,,
S1,2019,10,30,7,19,20,0,0,0,0,66.5,11.5,60,614.4,1689,2.074625,437,231,86,865,OK,,,,,,,,
S2,2019,10,30,7,19,23,45.474422,-71.952843,162.3,24,66.5,11.5,60,614.4,1633,0.300103,111,52,31,184,OK,,,,,,,,
S1,2019,10,30,7,19,26,45.474327,-71.952927,163.10001,24,66.7,11.5,60,614.4,2253,0.57411,170,102,84,297,OK,,,,,,,,
S2,2019,10,30,7,19,30,45.474239,-71.953026,163.2,24,66.7,11.5,60,614.4,1629,0.195719,95,46,36,146,OK,,,,,,,,
S1,2019,10,30,7,19,33,45.474148,-71.953117,162.89999,23,66.7,11.5,60,614.4,2418,0.052192,16,10,8,28,OK,,,,,,,,
S2,2019,10,30,7,19,36,0,0,0,0,66.8,11.5,60,614.4,2166,0.208767,66,39,32,102,OK,,,,,,,,
S1,2019,10,30,7,19,39,45.473915,-71.953369,163.10001,24,66.8,11.5,60,614.4,3058,2.009386,484,326,277,878,OK,,,,,,,,
S2,2019,10,30,7,19,42,45.473839,-71.953461,163.3,23,66.9,11.5,60,614.4,1649,0.495822,170,87,60,278,OK,,,,,,,,
S1,2019,10,30,7,19,46,45.473812,-71.95356,163.10001,24,66.9,11.5,60,614.4,1725,0.091336,26,14,8,47,OK,,,,,,,,
S2,2019,10,30,7,19,49,45.473831,-71.95369,162.5,24,66.9,11.5,60,614.4,1639,0.156576,59,30,22,95,OK,,,,,,,,
S1,2019,10,30,7,19,52,45.473915,-71.953873,162.3,24,66.9,11.5,60,614.4,2002,9.329291,5189,2190,1444,8174,OK,,,,,,,,
S2,2019,10,30,7,19,55,45.473988,-71.954002,162.39999,23,66.9,11.5,60,614.4,1857,0.156576,56,31,25,85,OK,,,,,,,,
S1,2019,10,30,7,19,59,45.474056,-71.954147,162.5,24,66.9,11.5,60,614.4,2155,13.883029,3633,2189,1654,6512,OK,,,,,,,,
S2,2019,10,30,7,20,2,45.474129,-71.954285,162.60001,24,66.9,11.5,60,614.4,1682,0.534966,222,116,95,344,OK,,,,,,,,
S1,2019,10,30,7,20,5,45.474197,-71.95443,162.8,24,66.8,11.4,60,614.4,2157,1.004693,356,206,181,602,OK,,,,,,,,
S2,2019,10,30,7,20,8,45.474289,-71.95462,162.89999,23,66.9,11.5,60,614.4,1620,0.234863,118,59,50,171,OK,,,,,,,,
S1,2019,10,30,7,20,11,45.474354,-71.95475,162.89999,22,66.8,11.4,60,614.4,3164,0.57411,103,76,58,147,OK,,,,,,,,
S2,2019,10,30,7,20,15,45.474384,-71.954834,163,24,66.8,11.4,60,614.4,4547,0.365343,49,45,36,101,OK,,,,,,,,
S1,2019,10,30,7,20,18,45.474369,-71.954887,163.2,24,66.8,11.4,60,614.4,2610,0.052192,12,8,6,22,OK,,,,,,,,
S2,2019,10,30,7,20,21,0,0,0,0,66.8,11.4,60,614.4,1772,0.104384,31,17,11,52,OK,,,,,,,,
S1,2019,10,30,7,20,24,45.474262,-71.955017,163.7,24,66.8,11.4,60,614.4,2319,0.039144,11,7,5,20,OK,,,,,,,,
S2,2019,10,30,7,20,27,45.474239,-71.955048,163.8,24,66.8,11.4,60,614.4,1623,0.365343,114,56,31,178,OK,,,,,,,,
S1,2019,10,30,7,20,31,45.474239,-71.95504,163.7,24,66.8,11.4,60,614.4,2319,0.039144,11,7,5,20,OK,,,,,,,,
S2,2019,10,30,7,20,34,45.474239,-71.95504,163.7,24,66.8,11.4,60,614.4,1621,0.339247,104,49,23,176,OK,,,,,,,,
